gesl,D,variable,N,val,value
Frauen,1. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,10.7400054931641
Frauen,1. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,10.7400054931641
Frauen,1. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,21.235767364502
Frauen,1. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,308.422637939453
Frauen,1. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,11.3563776016235
Frauen,2. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,268.074066162109
Frauen,2. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,268.074066162109
Frauen,2. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,280.948516845703
Frauen,2. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,325.688934326172
Frauen,2. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,160.177703857422
Frauen,3. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,331.808074951172
Frauen,3. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,331.810882568359
Frauen,3. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,342.483093261719
Frauen,3. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,352.954742431641
Frauen,3. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,195.522613525391
Frauen,4. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,374.5673828125
Frauen,4. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,374.620086669922
Frauen,4. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,381.320220947266
Frauen,4. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,386.105285644531
Frauen,4. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,223.33137512207
Frauen,5. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,409.772064208984
Frauen,5. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,409.828277587891
Frauen,5. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,410.960693359375
Frauen,5. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,410.996856689453
Frauen,5. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,238.035140991211
Frauen,6. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,440.291046142578
Frauen,6. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,440.291046142578
Frauen,6. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,440.8310546875
Frauen,6. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,440.8310546875
Frauen,6. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,263.470611572266
Frauen,7. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,466.578918457031
Frauen,7. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,466.592193603516
Frauen,7. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,468.594879150391
Frauen,7. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,470.30908203125
Frauen,7. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,276.724884033203
Frauen,8. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,490.937438964844
Frauen,8. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,490.949462890625
Frauen,8. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,493.971740722656
Frauen,8. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,495.248870849609
Frauen,8. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,288.523681640625
Frauen,9. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,514.907409667969
Frauen,9. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,514.885559082031
Frauen,9. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,517.170776367188
Frauen,9. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,517.170776367188
Frauen,9. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,302.5908203125
Frauen,10. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,536.887878417969
Frauen,10. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,536.897216796875
Frauen,10. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,539.135375976563
Frauen,10. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,539.273132324219
Frauen,10. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,315.781890869141
Frauen,11. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,558.604797363281
Frauen,11. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,558.650207519531
Frauen,11. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,559.145874023438
Frauen,11. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,559.145874023438
Frauen,11. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,328.349639892578
Frauen,12. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,579.568176269531
Frauen,12. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,579.682434082031
Frauen,12. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,580.268005371094
Frauen,12. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,580.268005371094
Frauen,12. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,347.617645263672
Frauen,13. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,599.583129882813
Frauen,13. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,599.588256835938
Frauen,13. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,599.857299804688
Frauen,13. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,599.857299804688
Frauen,13. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,359.043273925781
Frauen,14. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,619.345275878906
Frauen,14. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,619.357604980469
Frauen,14. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,622.883483886719
Frauen,14. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,623.597534179688
Frauen,14. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,370.664123535156
Frauen,15. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,638.762329101563
Frauen,15. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,638.722534179688
Frauen,15. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,641.238403320313
Frauen,15. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,641.362121582031
Frauen,15. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,370.174560546875
Frauen,16. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,657.811645507813
Frauen,16. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,657.826782226563
Frauen,16. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,660.574645996094
Frauen,16. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,661.720397949219
Frauen,16. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,396.736541748047
Frauen,17. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,676.72900390625
Frauen,17. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,676.723205566406
Frauen,17. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,678.190856933594
Frauen,17. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,678.190856933594
Frauen,17. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,412.441986083984
Frauen,18. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,695.028015136719
Frauen,18. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,695.014953613281
Frauen,18. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,695.303283691406
Frauen,18. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,695.303283691406
Frauen,18. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,434.246124267578
Frauen,19. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,712.657409667969
Frauen,19. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,712.689636230469
Frauen,19. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,716.240051269531
Frauen,19. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,716.240051269531
Frauen,19. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,421.46728515625
Frauen,20. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,729.916076660156
Frauen,20. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,729.887145996094
Frauen,20. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,732.391418457031
Frauen,20. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,732.391418457031
Frauen,20. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,420.093017578125
Frauen,21. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,747.070251464844
Frauen,21. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,747.010925292969
Frauen,21. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,750.962951660156
Frauen,21. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,756.959594726563
Frauen,21. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,460.78076171875
Frauen,22. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,763.928161621094
Frauen,22. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,763.958801269531
Frauen,22. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,764.040893554688
Frauen,22. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,764.040893554688
Frauen,22. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,461.743743896484
Frauen,23. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,781.559204101563
Frauen,23. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,781.529479980469
Frauen,23. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,781.603637695313
Frauen,23. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,781.603637695313
Frauen,23. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,461.228851318359
Frauen,24. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,798.624694824219
Frauen,24. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,798.60009765625
Frauen,24. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,799.892578125
Frauen,24. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,799.892578125
Frauen,24. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,454.615295410156
Frauen,25. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,815.688842773438
Frauen,25. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,815.705932617188
Frauen,25. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,816.480285644531
Frauen,25. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,816.494812011719
Frauen,25. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,502.823486328125
Frauen,26. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,831.647033691406
Frauen,26. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,831.664672851563
Frauen,26. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,835.277526855469
Frauen,26. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,835.277526855469
Frauen,26. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,512.120300292969
Frauen,27. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,847.723937988281
Frauen,27. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,847.71044921875
Frauen,27. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,849.674743652344
Frauen,27. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,849.674743652344
Frauen,27. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,535.325622558594
Frauen,28. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,863.728637695313
Frauen,28. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,863.672241210938
Frauen,28. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,869.0458984375
Frauen,28. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,869.081420898438
Frauen,28. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,608.501647949219
Frauen,29. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,879.77099609375
Frauen,29. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,879.799865722656
Frauen,29. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,880.291625976563
Frauen,29. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,880.291625976563
Frauen,29. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,564.342834472656
Frauen,30. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,896.109558105469
Frauen,30. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,896.144592285156
Frauen,30. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,898.710144042969
Frauen,30. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,904.213928222656
Frauen,30. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,591.538452148438
Frauen,31. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,911.488098144531
Frauen,31. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,911.40234375
Frauen,31. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,915.003295898438
Frauen,31. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,915.123413085938
Frauen,31. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,587.267272949219
Frauen,32. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,926.559020996094
Frauen,32. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,926.555786132812
Frauen,32. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,926.984985351563
Frauen,32. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,926.984985351563
Frauen,32. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,640.533386230469
Frauen,33. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,941.43310546875
Frauen,33. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,941.450073242187
Frauen,33. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,946.912536621094
Frauen,33. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,948.342407226563
Frauen,33. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,672.300476074219
Frauen,34. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,956.633422851563
Frauen,34. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,956.6318359375
Frauen,34. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,958.2333984375
Frauen,34. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,958.2333984375
Frauen,34. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,582.775207519531
Frauen,35. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,972.783325195313
Frauen,35. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,972.808898925781
Frauen,35. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,976.594665527344
Frauen,35. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,976.6650390625
Frauen,35. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,687.0751953125
Frauen,36. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,987.990295410156
Frauen,36. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,988.009460449219
Frauen,36. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,990.536682128906
Frauen,36. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,990.605529785156
Frauen,36. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,624.540893554688
Frauen,37. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1003.75360107422
Frauen,37. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1003.75360107422
Frauen,37. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1004.43328857422
Frauen,37. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1004.43328857422
Frauen,37. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,632.923889160156
Frauen,38. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1019.27337646484
Frauen,38. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1019.27453613281
Frauen,38. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1019.36364746094
Frauen,38. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1019.36364746094
Frauen,38. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,753.962219238281
Frauen,39. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1035.84106445313
Frauen,39. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1035.73840332031
Frauen,39. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1036.51782226563
Frauen,39. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1036.51782226563
Frauen,39. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,813.164916992188
Frauen,40. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1050.998046875
Frauen,40. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1050.8759765625
Frauen,40. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1052.09106445313
Frauen,40. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1052.16198730469
Frauen,40. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,750.603088378906
Frauen,41. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1066.12976074219
Frauen,41. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1066.06652832031
Frauen,41. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1072.36779785156
Frauen,41. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1073.34985351563
Frauen,41. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,837.046813964844
Frauen,42. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1081.84460449219
Frauen,42. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1081.71008300781
Frauen,42. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1081.994140625
Frauen,42. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1081.99475097656
Frauen,42. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,754.932983398438
Frauen,43. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1097.28991699219
Frauen,43. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1097.27233886719
Frauen,43. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1097.42492675781
Frauen,43. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1097.42492675781
Frauen,43. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,773.523010253906
Frauen,44. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1112.92614746094
Frauen,44. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1112.94714355469
Frauen,44. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1113.99072265625
Frauen,44. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1113.99072265625
Frauen,44. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,835.61376953125
Frauen,45. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1128.48352050781
Frauen,45. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1128.49755859375
Frauen,45. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1131.21423339844
Frauen,45. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1131.38317871094
Frauen,45. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,865.580383300781
Frauen,46. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1143.74450683594
Frauen,46. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1143.70373535156
Frauen,46. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1146.33142089844
Frauen,46. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1146.33142089844
Frauen,46. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,827.096069335938
Frauen,47. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1159.73718261719
Frauen,47. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1159.72253417969
Frauen,47. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1160.31066894531
Frauen,47. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1160.31066894531
Frauen,47. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,932.931823730469
Frauen,48. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1175.39978027344
Frauen,48. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1175.42370605469
Frauen,48. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1178.06140136719
Frauen,48. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1178.4794921875
Frauen,48. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,893.362976074219
Frauen,49. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1191.78979492188
Frauen,49. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1191.8212890625
Frauen,49. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1193.96716308594
Frauen,49. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1193.96716308594
Frauen,49. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,970.072265625
Frauen,50. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1207.267578125
Frauen,50. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1207.267578125
Frauen,50. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1211.5498046875
Frauen,50. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1211.5498046875
Frauen,50. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,926.711059570312
Frauen,51. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1223.09301757813
Frauen,51. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1223.10705566406
Frauen,51. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1223.10998535156
Frauen,51. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1223.10998535156
Frauen,51. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,978.307983398438
Frauen,52. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1238.91381835938
Frauen,52. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1238.8671875
Frauen,52. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1242.2265625
Frauen,52. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1244.47741699219
Frauen,52. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,995.956726074219
Frauen,53. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1255.34875488281
Frauen,53. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1255.36926269531
Frauen,53. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1256.72583007813
Frauen,53. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1256.72583007813
Frauen,53. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,973.087707519531
Frauen,54. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1271.87390136719
Frauen,54. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1271.70324707031
Frauen,54. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1274.49597167969
Frauen,54. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1274.49597167969
Frauen,54. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,970.434448242188
Frauen,55. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1288.28552246094
Frauen,55. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1288.31799316406
Frauen,55. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1290.55847167969
Frauen,55. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1296.25170898438
Frauen,55. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,1140.25451660156
Frauen,56. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1304.69812011719
Frauen,56. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1304.65258789063
Frauen,56. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1305.47045898438
Frauen,56. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1305.47045898438
Frauen,56. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,932.666809082031
Frauen,57. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1321.99731445313
Frauen,57. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1321.99731445313
Frauen,57. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1322.49487304688
Frauen,57. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1322.49487304688
Frauen,57. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Szenario,1135.13195800781
Frauen,58. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1339.07690429688
Frauen,58. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1338.97692871094
Frauen,58. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1339.43249511719
Frauen,58. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1339.43249511719
Frauen,58. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,1080.38879394531
Frauen,59. Dezil,"Szenario 1
(Kindererziehung)",2371,Szenario,1355.638671875
Frauen,59. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Szenario,1355.638671875
Frauen,59. Dezil,"Szenario 3
(GPG/Männer)",2371,Szenario,1358.38024902344
Frauen,59. Dezil,"Szenario 4
(GPG/Frau)",2371,Szenario,1358.38208007813
Frauen,59. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Szenario,1169.77258300781
Frauen,60. Dezil,"Szenario 1
(Kindererziehung)",2370,Szenario,1373.39904785156
Frauen,60. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Szenario,1373.40307617188
Frauen,60. Dezil,"Szenario 3
(GPG/Männer)",2370,Szenario,1378.0830078125
Frauen,60. Dezil,"Szenario 4
(GPG/Frau)",2370,Szenario,1378.0830078125
